onset	duration	trial_type	value
6.6	31.098	Chinese	45
52.6	28.8	Chinese	08
96.6	31.2	Chinese	22
132	6	behavioral	n/a
140.4	31.212	Chinese	55
184.7	28.876	Chinese	46
232.1	31.212	Chinese	59
267	6	behavioral	n/a
276.9	28.8	Chinese	06
321.4	28.695	Chinese	47
368.2	28.8	Chinese	14
402	6	behavioral	n/a
411.2	28.795	Chinese	26
457.4	29.196	Chinese	39
501.9	28.795	Chinese	19
537	6	behavioral	n/a
